order,name,description,privacy_policy,genre,age,origin_url
105,DEEMO -Reborn- (English/Chinese/Korean/Japanese Ver.),"※PlayStation®Move motion controller is required for VR experience.Rayark's classic game DEEMO is reborn on the PS4™ console with a brand-new look.Having both TV/VR mode, this title allows you to immerse in the fantastical music performances and adventurous world explorations.A girl who fell from the skies and lost her past;Deemo who plays the piano all alone in the world of the treehouse;an accidental encounter between the two.The music flows as the fingers hit the piano keys.The start of a fairytale journey has begun...""Before turning to leave, don't forget to say one last goodbye.""Copyright:©2019 Rayark Inc. DEEMO -Reborn-®Published by Sony Music Entertainment (Japan) Inc.Purchase or use of this item is subject to SEN Terms of Service and User Agreement.",,Music/Rhythm,,https://store.playstation.com/en-sg/product/JP2857-CUSA13140_00-ASIAFULLGAME0000
110,AUDICA™ + 2019 Season Pass (English/Korean/Japanese Ver.),"※ This product is also included in other bundled package. The items offered in this package can be purchased as a single item.※PlayStation®Move motion controller is required to play this content.Buy AUDICA™ and the 2019 DLC Season Pass. Players who purchase the 2019 Season Pass will be granted permanent entitlement to all downloadable songs released for AUDICA™. Purchasers will receive a total of 15 new songs by the end of December 2019.Copyright:©2019 Harmonix Music Systems, Inc. All rights reserved. AUDICA, Harmonix and all related titles and logos are trademarks of Harmonix Music Systems, Inc. This product is covered by Patents identified at www.harmonixmusic.com/patents.Purchase or use of this item is subject to SEN Terms of Service and User Agreement.",,Music/Rhythm,,https://store.playstation.com/en-sg/product/UP8802-CUSA17685_00-ASIA000000000009
106,Aioi Collection (English/Chinese/Korean/Japanese Ver.),"Aioi Collection song pack contains the following:・CREAM STEW (Deemo Ver.)    - TV Mode difficulty: Easy 3 / Normal 6 / Hard 9    - VR Mode difficulty: Easy 3 / Hard 9・I can not say (Deemo Ver.)    - TV Mode difficulty: Easy 3 / Normal 5 / Hard 6    - VR Mode difficulty: Easy 3 / Hard 6・Image (Deemo Ver.)    - TV Mode difficulty: Easy 2 / Normal 5 / Hard 7    - VR Mode difficulty: Easy 4 / Hard 7・kireigoto (Deemo Ver.)    - TV Mode difficulty: Easy 2 / Normal 5 / Hard 7    - VR Mode difficulty: Easy 3 / Hard 7・NEW WORLD (Deemo Ver.)    - TV Mode difficulty: Easy 4 / Normal 6 / Hard 8    - VR Mode difficulty: Easy 4 / Hard 8In order to play with this additional content, it is necessary to first purchase game disc or full game from PlayStation™Store that is sold separately and update your game with the most recent online update.This program or data to be applied to existing program is only compatible with Asia version (official product) which is distributed by SIE or other official distributors. Compatibility with program or data from other region is not guaranteed.Copyright:©2019 Rayark Inc. DEEMO -Reborn-®Published by Sony Music Entertainment (Japan) Inc.",,Music/Rhythm,,https://store.playstation.com/en-sg/product/JP2857-CUSA13140_00-ASIA000000000006
108,Rayark Selection Vol.1 (English/Chinese/Korean/Japanese Ver.),"The Rayark Selection Vol.1 song pack contains the following:・Metal Hypnotized    - TV Mode difficulty: Easy 3 / Normal 5 / Hard 7    - VR Mode difficulty: Easy 2 / Hard 6・Rainy Memory    - TV Mode difficulty: Easy 2 / Normal 4 / Hard 7    - VR Mode difficulty: Easy 4 / Hard 7・Peach Lady    - TV Mode difficulty: Easy 4 / Normal 6 / Hard 8    - VR Mode difficulty: Easy 3 / Hard 8・Pilot    - TV Mode difficulty: Easy 2 / Normal 5 / Hard 8    - VR Mode difficulty: Easy 3 / Hard 7・vivere la vita    - TV Mode difficulty: Easy 2 / Normal 6 / Hard 8    - VR Mode difficulty: Easy 2 / Hard 8In order to play with this additional content, it is necessary to first purchase game disc or full game from PlayStation™Store that is sold separately and update your game with the most recent online update.This program or data to be applied to existing program is only compatible with Asia version (official product) which is distributed by SIE or other official distributors. Compatibility with program or data from other region is not guaranteed.Copyright:©2019 Rayark Inc. DEEMO -Reborn-®Published by Sony Music Entertainment (Japan) Inc.",,Music/Rhythm,,https://store.playstation.com/en-sg/product/JP2857-CUSA13140_00-ASIA000000000005
109,AUDICA™ (English/Korean/Japanese Ver.),"※This item is also offered in a pack. ※PlayStation®Move motion controller is required to play this content.AUDICA™ is a VR Rhythm Shooter from Harmonix, the makers of Rock Band™ and Dance Central™. Armed with a pair of rhythm blasters, you shoot and smash targets to the beat of a soundtrack that features songs from some of the world’s most popular artists. The better your timing and accuracy, the better your score. The better your score, the higher your place on AUDICA’s Leaderboards.Copyright:©2019 Harmonix Music Systems, Inc. All rights reserved. AUDICA, Harmonix and all related titles and logos are trademarks of Harmonix Music Systems, Inc. This product is covered by Patents identified at www.harmonixmusic.com/patents.Purchase or use of this item is subject to SEN Terms of Service and User Agreement.",,Music/Rhythm,,https://store.playstation.com/en-sg/product/UP8802-CUSA17685_00-ASIA000000000000
113,Reborn: A Samurai Awakens (English/Chinese/Japanese Ver.),"2 PS Move controllers required※PlayStation®Move motion controller is required to play this content.Reborn: A Samurai Awakens is a first-person VR action-adventure that combines robots, samurais, and sword fights. The player is a samurai that were resurrected by future technology to fight against robotic invaders. To complete the mission, the player must infiltrate the enemy base. With all the high tech guns, laser samurai swords, can humanity be saved? In Reborn: A Samurai Awakens, the fast-paced sword fights scenes, high tech weapon choice, and supernatural Forces enable players to experience samurai-like valor. When an enemy attacks the player, blocking the attack can activate a time warp mechanism that kills the enemy with samurai power. As the story progresses, the player can customize weapons and equip different skills to fight through each stage. The player can only save humanity by mastering all samurai virtues.Feature:-An open combat experience where players can wield different weapons and skills -Epic and thrilling Boss fights-Timing the block on time can perform a satisfying instant kill-Get a rating of your performance based on hitpoints and remaining time.Copyright:© 2006-2019 CIRCLE Ent. All Rights Reserved.Purchase or use of this item is subject to SEN Terms of Service and User Agreement.",,Adventure,,https://store.playstation.com/en-sg/product/HP1658-CUSA16892_00-REBORNASIACIRCLE
115,Blind Spot (English/Chinese Ver.),"※PlayStation®Move motion controller is required to play this content.Story-Driven Journey: Immerse yourself in a story about psychological disorder. Explore rooms, find items to reveal what really happened; Follow your heart and decide what is the truth in the end.VR-Exclusive Puzzle Solving: Over 20 puzzles dedicatedly designed for VR interaction. Each is carefully tweaked to balance between difficulty, entertainment and interactivity. Plus six story-independent secret puzzles to reward those who carefully examined every inch of the game.Realistic Experience: Traverse over 20 rooms in the mansion; Top-level graphics in VR makes you feel just there. The music made by Pantawit Studio will makes you even more immersed than ever.Copyright:2019 All logos and copyrights are property of Unlimited Fly Inc. All Rights Reserved.Purchase or use of this item is subject to SEN Terms of Service and User Agreement.",,Puzzle,,https://store.playstation.com/en-sg/product/UP3443-CUSA16356_00-ASIA000000000000
112,"Carly and the Reaperman – Escape from the Underworld (Simplified Chinese, English, Korean, Japanese)","※This content supports PlayStation®Move motion controller.In the depths of the Underworld, Carly and the Reaperman visit the worlds of the spirits that inhabit this place. Master platforming, solve puzzles and build your way to victory. This asymmetrical game let's the giant Reaperman pick up platforms, and the little girl Carly jumps on top of the platforms that the Reaperman places. You can either control both characters by yourself, or grab a friend to play with - either way, escaping the Underworld is not an easy task! - Asymmetrical gameplay. - Single- and local co-op mode. - Unlockable hats and customizables. - Follow the story of Carly and the Reaperman as they take on the Underworld. - 10+ hours of gameplay. - Over 50 levels of platforming fun.Copyright:©2019 Odd Raven Studios. Developed by Odd Raven Studios.Purchase or use of this item is subject to SEN Terms of Service and User Agreement.",,Adventure,,https://store.playstation.com/en-sg/product/EP2409-CUSA10070_00-ASIA000000000000
116,Bonfire (English Ver.),"※This content supports PlayStation®Move motion controller.In Bonfire, the latest VR experience from the award-winning Baobab Studios, you play the leading role. As Space Scout 817, you are on a mission to discover a new home for the human race after it has made a mess of Earth. Too bad your piloting skills lack… precision. You crash-land at night on a mysterious unknown planet three-hundred light-years from Earth. Your only source of light is your makeshift bonfire. Beyond its glow everything falls to darkness. And what are those strange noises coming from the alien jungle? To survive you only have your instincts and robot sidekick, Debbie, voiced by Ali Wong, Debbie’s companionship comes with a signature wariness. When a chance meeting with a local inhabitant further steers your mission off course, you learn that unexpected encounters just might result in lasting friendships. You’ll have the opportunity to embrace, explore and influence the world around you. In the end, the choice is yours: Will you follow your captain or your conscience?Copyright:@ Baobab Studios Inc.  All Rights ReservedPurchase or use of this item is subject to SEN Terms of Service and User Agreement.",,Adventure,,https://store.playstation.com/en-sg/product/UP8822-CUSA16231_00-ASIA000000000000
114,Groundhog Day: Like Father Like Son (English/Korean/Japanese Ver.),"※PlayStation®Move motion controller is required to play this content.From the developers of “Deadlight,” “RIME,” “The Sexy Brutale” and “The Invisible Hours,” “Groundhog Day: Like Father Like Son”, a modern-day, comedic story featuring puzzles and branching narrative gameplay. Players take on the role of Phil Connors Jr., the charming but arrogant son of the original film’s protagonist. Returning to his hometown of Punxsutawney, Pennsylvania, Phil Jr. becomes trapped in a time loop just like his father before him. Players will solve puzzles, interact with new and familiar characters, and explore the town as they try to escape the time loop.             2 PlayStation Move Controllers Required.Copyright:Groundhog Day: Like Father Like Son © 2019 Columbia Pictures Industries Inc. All Rights Reserved. Madison Wells Media and the Madison Wells Media logo are trademarks and/or registered trademarks of Madison Wells Media, LLC in the United States of America and elsewhere.Tequila Works ® is a trademark and/or registered trademark of Tequila Works S.L. All Rights Reserved.Purchase or use of this item is subject to SEN Terms of Service and User Agreement.",,Puzzle,,https://store.playstation.com/en-sg/product/UP8825-CUSA15818_00-ASIA000000000000
